0.0,0.23643698,1.0,0.0,0.04915596,0.0,0.0,0.29100755,0.0,0.0,0.0,0.8673801,0.9050782,0.0,0.57641876,0.0
0.0,0.786745,0.0,0.0,0.0,0.0,0.0,0.5687487,0.20521542,0.06503814,0.25334984,0.84168214,0.0,0.0,0.9710739,0.0
0.52185005,0.0,0.19131541,0.0,0.0,0.7846025,0.6966152,0.2195565,0.9906803,0.0,0.46917853,0.0,0.44978032,0.54628915,0.0,0.0
0.0,0.2367074,0.15804867,0.21717331,0.8391309,1.0,0.0,0.8054946,0.15449703,0.2887287,0.71712106,0.0,0.0,0.8909433,0.36662993,0.54173195
0.4057416,0.70848197,0.0,0.5291194,1.0,0.09798391,0.0,0.0,0.0,0.0,0.0,0.0,0.73168486,0.89292276,0.6054449,0.72663426
0.0,0.0,0.33941874,0.0,0.2650299,0.5188551,0.023187492,0.56741154,0.0,0.41160423,0.0,1.0,0.0,0.0,0.14242817,0.44517887
0.0,0.929322,0.5150228,0.0,0.834792,0.4776977,0.9737861,0.0,0.80676913,0.60134995,0.0,0.7997062,0.0,1.0,0.0,0.0
0.9609687,0.0,0.0,0.0,0.0,0.0,0.1374272,0.29375702,0.0,0.0,0.64861554,0.0,1.0,0.0,0.10649584,0.6019209
0.98819774,0.4378945,0.0,0.1480689,0.0,0.0,0.0,0.42773083,0.0038515031,0.32356045,0.54841125,0.0,0.9550424,0.6537927,0.0,0.0
0.0,0.052329585,0.0,1.0,0.22766073,0.0,0.8131531,0.0,0.0,0.565598,0.0,0.28706327,0.59395117,0.0,0.65418875,0.0
0.0,0.0,0.43619254,0.6905214,0.0,0.0,0.0,0.20898809,0.0,0.9490541,0.0,0.0,0.0,0.0,1.0,0.0
