0.9419,0.9419,0.9419,0.9419,0.9419,0.9573,0.9419,0.9419,0.9419,0.9482,0.9419,0.9531,0.9787,0.9419,0.9991,0.9419
0.9702,0.9702,0.9702,0.9702,0.9702,0.9702,0.9702,0.9702,0.9702,0.9702,0.9702,0.9702,0.9787,0.9702,0.9991,0.9702
0.9405,0.8402,0.9419,0.8714,0.9255,0.9573,0.8804,0.7711,0.7511,0.9482,0.7511,0.9531,0.9787,0.9041,0.9991,0.7511
0.9573,0.9573,0.9573,0.9573,0.9573,0.9573,0.9573,0.9573,0.9573,0.9573,0.9573,0.9573,0.9787,0.9573,0.9991,0.9573
0.9405,0.9255,0.9419,0.9255,0.9255,0.9573,0.9255,0.9255,0.9255,0.9482,0.9255,0.9531,0.9787,0.9255,0.9991,0.9255
0.9531,0.9531,0.9531,0.9531,0.9531,0.9573,0.9531,0.9531,0.9531,0.9531,0.9531,0.9531,0.9787,0.9531,0.9991,0.9531
0.9405,0.9041,0.9419,0.9041,0.9255,0.9573,0.9041,0.9041,0.9041,0.9482,0.9041,0.9531,0.9787,0.9041,0.9991,0.9041
0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9991,0.9787
0.9405,0.9347,0.9419,0.9347,0.9347,0.9573,0.9347,0.9347,0.9347,0.9482,0.9347,0.9531,0.9787,0.9347,0.9991,0.9347
0.9405,0.8714,0.9419,0.8714,0.9255,0.9573,0.8804,0.8714,0.8714,0.9482,0.8714,0.9531,0.9787,0.9041,0.9991,0.8714
0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991,0.9991
